run,timestep,z_A,fraction
nvt300_contained_bn_neutralized_20k,0,-119.0,0.0
nvt300_contained_bn_neutralized_20k,0,-117.0,0.0
nvt300_contained_bn_neutralized_20k,0,-115.0,3.3333333333333335e-05
nvt300_contained_bn_neutralized_20k,0,-113.0,0.0
nvt300_contained_bn_neutralized_20k,0,-111.0,0.0
nvt300_contained_bn_neutralized_20k,0,-109.0,0.0
nvt300_contained_bn_neutralized_20k,0,-107.0,0.0
nvt300_contained_bn_neutralized_20k,0,-105.0,0.0
nvt300_contained_bn_neutralized_20k,0,-103.0,0.0
nvt300_contained_bn_neutralized_20k,0,-101.0,6.666666666666667e-05
nvt300_contained_bn_neutralized_20k,0,-99.0,3.3333333333333335e-05
nvt300_contained_bn_neutralized_20k,0,-97.0,0.0
nvt300_contained_bn_neutralized_20k,0,-95.0,0.0
nvt300_contained_bn_neutralized_20k,0,-93.0,0.0001
nvt300_contained_bn_neutralized_20k,0,-91.0,0.00016666666666666666
nvt300_contained_bn_neutralized_20k,0,-89.0,0.0002666666666666667
nvt300_contained_bn_neutralized_20k,0,-87.0,0.0003333333333333333
nvt300_contained_bn_neutralized_20k,0,-85.0,0.0005333333333333334
nvt300_contained_bn_neutralized_20k,0,-83.0,0.0008333333333333334
nvt300_contained_bn_neutralized_20k,0,-81.0,0.0015666666666666667
nvt300_contained_bn_neutralized_20k,0,-79.0,0.0029666666666666665
nvt300_contained_bn_neutralized_20k,0,-77.0,0.0053
nvt300_contained_bn_neutralized_20k,0,-75.0,0.0096
nvt300_contained_bn_neutralized_20k,0,-73.0,0.013166666666666667
nvt300_contained_bn_neutralized_20k,0,-71.0,0.016533333333333334
nvt300_contained_bn_neutralized_20k,0,-69.0,0.016733333333333333
nvt300_contained_bn_neutralized_20k,0,-67.0,0.014766666666666668
nvt300_contained_bn_neutralized_20k,0,-65.0,0.013866666666666666
nvt300_contained_bn_neutralized_20k,0,-63.0,0.0144
nvt300_contained_bn_neutralized_20k,0,-61.0,0.012666666666666666
nvt300_contained_bn_neutralized_20k,0,-59.0,0.014
nvt300_contained_bn_neutralized_20k,0,-57.0,0.0145
nvt300_contained_bn_neutralized_20k,0,-55.0,0.0144
nvt300_contained_bn_neutralized_20k,0,-53.0,0.014133333333333333
nvt300_contained_bn_neutralized_20k,0,-51.0,0.012433333333333333
nvt300_contained_bn_neutralized_20k,0,-49.0,0.0132
nvt300_contained_bn_neutralized_20k,0,-47.0,0.012666666666666666
nvt300_contained_bn_neutralized_20k,0,-45.0,0.013766666666666667
nvt300_contained_bn_neutralized_20k,0,-43.0,0.0132
nvt300_contained_bn_neutralized_20k,0,-41.0,0.012433333333333333
nvt300_contained_bn_neutralized_20k,0,-39.0,0.012033333333333333
nvt300_contained_bn_neutralized_20k,0,-37.0,0.012666666666666666
nvt300_contained_bn_neutralized_20k,0,-35.0,0.0121
nvt300_contained_bn_neutralized_20k,0,-33.0,0.0121
nvt300_contained_bn_neutralized_20k,0,-31.0,0.011
nvt300_contained_bn_neutralized_20k,0,-29.0,0.012433333333333333
nvt300_contained_bn_neutralized_20k,0,-27.0,0.012866666666666667
nvt300_contained_bn_neutralized_20k,0,-25.0,0.0137
nvt300_contained_bn_neutralized_20k,0,-23.0,0.012466666666666666
nvt300_contained_bn_neutralized_20k,0,-21.0,0.012866666666666667
nvt300_contained_bn_neutralized_20k,0,-19.0,0.011733333333333333
nvt300_contained_bn_neutralized_20k,0,-17.0,0.013066666666666667
nvt300_contained_bn_neutralized_20k,0,-15.0,0.0115
nvt300_contained_bn_neutralized_20k,0,-13.0,0.011633333333333334
nvt300_contained_bn_neutralized_20k,0,-11.0,0.011866666666666666
nvt300_contained_bn_neutralized_20k,0,-9.0,0.010833333333333334
nvt300_contained_bn_neutralized_20k,0,-7.0,0.0123
nvt300_contained_bn_neutralized_20k,0,-5.0,0.012233333333333334
nvt300_contained_bn_neutralized_20k,0,-3.0,0.012166666666666666
nvt300_contained_bn_neutralized_20k,0,-1.0,0.012133333333333333
nvt300_contained_bn_neutralized_20k,0,1.0,0.011933333333333334
nvt300_contained_bn_neutralized_20k,0,3.0,0.0123
nvt300_contained_bn_neutralized_20k,0,5.0,0.012866666666666667
nvt300_contained_bn_neutralized_20k,0,7.0,0.0114
nvt300_contained_bn_neutralized_20k,0,9.0,0.0118
nvt300_contained_bn_neutralized_20k,0,11.0,0.012233333333333334
nvt300_contained_bn_neutralized_20k,0,13.0,0.012533333333333334
nvt300_contained_bn_neutralized_20k,0,15.0,0.012566666666666667
nvt300_contained_bn_neutralized_20k,0,17.0,0.013166666666666667
nvt300_contained_bn_neutralized_20k,0,19.0,0.011433333333333334
nvt300_contained_bn_neutralized_20k,0,21.0,0.011366666666666667
nvt300_contained_bn_neutralized_20k,0,23.0,0.0108
nvt300_contained_bn_neutralized_20k,0,25.0,0.0122
nvt300_contained_bn_neutralized_20k,0,27.0,0.012566666666666667
nvt300_contained_bn_neutralized_20k,0,29.0,0.0133
nvt300_contained_bn_neutralized_20k,0,31.0,0.0132
nvt300_contained_bn_neutralized_20k,0,33.0,0.0123
nvt300_contained_bn_neutralized_20k,0,35.0,0.011666666666666667
nvt300_contained_bn_neutralized_20k,0,37.0,0.013
nvt300_contained_bn_neutralized_20k,0,39.0,0.011966666666666667
nvt300_contained_bn_neutralized_20k,0,41.0,0.0123
nvt300_contained_bn_neutralized_20k,0,43.0,0.012033333333333333
nvt300_contained_bn_neutralized_20k,0,45.0,0.0125
nvt300_contained_bn_neutralized_20k,0,47.0,0.0133
nvt300_contained_bn_neutralized_20k,0,49.0,0.0143
nvt300_contained_bn_neutralized_20k,0,51.0,0.013033333333333333
nvt300_contained_bn_neutralized_20k,0,53.0,0.0122
nvt300_contained_bn_neutralized_20k,0,55.0,0.014466666666666666
nvt300_contained_bn_neutralized_20k,0,57.0,0.014366666666666666
nvt300_contained_bn_neutralized_20k,0,59.0,0.014033333333333333
nvt300_contained_bn_neutralized_20k,0,61.0,0.0131
nvt300_contained_bn_neutralized_20k,0,63.0,0.013633333333333334
nvt300_contained_bn_neutralized_20k,0,65.0,0.014966666666666666
nvt300_contained_bn_neutralized_20k,0,67.0,0.015
nvt300_contained_bn_neutralized_20k,0,69.0,0.016166666666666666
nvt300_contained_bn_neutralized_20k,0,71.0,0.013633333333333334
nvt300_contained_bn_neutralized_20k,0,73.0,0.013266666666666666
nvt300_contained_bn_neutralized_20k,0,75.0,0.009933333333333334
nvt300_contained_bn_neutralized_20k,0,77.0,0.005966666666666667
nvt300_contained_bn_neutralized_20k,0,79.0,0.002766666666666667
nvt300_contained_bn_neutralized_20k,0,81.0,0.0009333333333333333
nvt300_contained_bn_neutralized_20k,0,83.0,0.00046666666666666666
nvt300_contained_bn_neutralized_20k,0,85.0,0.0002
nvt300_contained_bn_neutralized_20k,0,87.0,0.0001
nvt300_contained_bn_neutralized_20k,0,89.0,3.3333333333333335e-05
nvt300_contained_bn_neutralized_20k,0,91.0,0.00013333333333333334
nvt300_contained_bn_neutralized_20k,0,93.0,6.666666666666667e-05
nvt300_contained_bn_neutralized_20k,0,95.0,0.0001
nvt300_contained_bn_neutralized_20k,0,97.0,0.0
nvt300_contained_bn_neutralized_20k,0,99.0,0.0
nvt300_contained_bn_neutralized_20k,0,101.0,3.3333333333333335e-05
nvt300_contained_bn_neutralized_20k,0,103.0,0.0
nvt300_contained_bn_neutralized_20k,0,105.0,0.0
nvt300_contained_bn_neutralized_20k,0,107.0,0.0
nvt300_contained_bn_neutralized_20k,0,109.0,0.0
nvt300_contained_bn_neutralized_20k,0,111.0,0.0
nvt300_contained_bn_neutralized_20k,0,113.0,0.0
nvt300_contained_bn_neutralized_20k,0,115.0,0.0
nvt300_contained_bn_neutralized_20k,0,117.0,0.0
nvt300_contained_bn_neutralized_20k,0,119.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-119.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-117.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-115.0,3.3333333333333335e-05
nvt300_contained_bn_neutralized_20k,1000,-113.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-111.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-109.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-107.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-105.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-103.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-101.0,0.0001
nvt300_contained_bn_neutralized_20k,1000,-99.0,0.0
nvt300_contained_bn_neutralized_20k,1000,-97.0,0.0
