run,timestep,r_A,fraction
nvt300_contained_carbon_like,0,0.875,0.0009333333333333333
nvt300_contained_carbon_like,0,2.625,0.002533333333333333
nvt300_contained_carbon_like,0,4.375,0.003966666666666667
nvt300_contained_carbon_like,0,6.125,0.005433333333333333
nvt300_contained_carbon_like,0,7.875,0.006866666666666667
nvt300_contained_carbon_like,0,9.625,0.0087
nvt300_contained_carbon_like,0,11.375,0.010133333333333333
nvt300_contained_carbon_like,0,13.125,0.011566666666666666
nvt300_contained_carbon_like,0,14.875,0.013633333333333334
nvt300_contained_carbon_like,0,16.625,0.014466666666666666
nvt300_contained_carbon_like,0,18.375,0.0163
nvt300_contained_carbon_like,0,20.125,0.017233333333333333
nvt300_contained_carbon_like,0,21.875,0.0206
nvt300_contained_carbon_like,0,23.625,0.021633333333333334
nvt300_contained_carbon_like,0,25.375,0.0224
nvt300_contained_carbon_like,0,27.125,0.0244
nvt300_contained_carbon_like,0,28.875,0.0266
nvt300_contained_carbon_like,0,30.625,0.0262
nvt300_contained_carbon_like,0,32.375,0.030033333333333332
nvt300_contained_carbon_like,0,34.125,0.0312
nvt300_contained_carbon_like,0,35.875,0.03233333333333333
nvt300_contained_carbon_like,0,37.625,0.0328
nvt300_contained_carbon_like,0,39.375,0.03383333333333333
nvt300_contained_carbon_like,0,41.125,0.03673333333333333
nvt300_contained_carbon_like,0,42.875,0.037866666666666667
nvt300_contained_carbon_like,0,44.625,0.0399
nvt300_contained_carbon_like,0,46.375,0.0437
nvt300_contained_carbon_like,0,48.125,0.045
nvt300_contained_carbon_like,0,49.875,0.049
nvt300_contained_carbon_like,0,51.625,0.051833333333333335
nvt300_contained_carbon_like,0,53.375,0.052333333333333336
nvt300_contained_carbon_like,0,55.125,0.05043333333333333
nvt300_contained_carbon_like,0,56.875,0.04636666666666667
nvt300_contained_carbon_like,0,58.625,0.037866666666666667
nvt300_contained_carbon_like,0,60.375,0.029266666666666667
nvt300_contained_carbon_like,0,62.125,0.021166666666666667
nvt300_contained_carbon_like,0,63.875,0.013066666666666667
nvt300_contained_carbon_like,0,65.625,0.010066666666666666
nvt300_contained_carbon_like,0,67.375,0.013433333333333334
nvt300_contained_carbon_like,0,69.125,0.005566666666666667
nvt300_contained_carbon_like,0,70.875,0.0019333333333333333
nvt300_contained_carbon_like,0,72.625,0.0006666666666666666
nvt300_contained_carbon_like,0,74.375,0.0
nvt300_contained_carbon_like,0,76.125,0.0
nvt300_contained_carbon_like,0,77.875,0.0
nvt300_contained_carbon_like,0,79.625,0.0
nvt300_contained_carbon_like,0,81.375,0.0
nvt300_contained_carbon_like,0,83.125,0.0
nvt300_contained_carbon_like,0,84.875,0.0
nvt300_contained_carbon_like,0,86.625,0.0
nvt300_contained_carbon_like,0,88.375,0.0
nvt300_contained_carbon_like,0,90.125,0.0
nvt300_contained_carbon_like,0,91.875,0.0
nvt300_contained_carbon_like,0,93.625,0.0
nvt300_contained_carbon_like,0,95.375,0.0
nvt300_contained_carbon_like,0,97.125,0.0
nvt300_contained_carbon_like,0,98.875,0.0
nvt300_contained_carbon_like,0,100.625,0.0
nvt300_contained_carbon_like,0,102.375,0.0
nvt300_contained_carbon_like,0,104.125,0.0
nvt300_contained_carbon_like,0,105.875,0.0
nvt300_contained_carbon_like,0,107.625,0.0
nvt300_contained_carbon_like,0,109.375,0.0
nvt300_contained_carbon_like,0,111.125,0.0
nvt300_contained_carbon_like,0,112.875,0.0
nvt300_contained_carbon_like,0,114.625,0.0
nvt300_contained_carbon_like,0,116.375,0.0
nvt300_contained_carbon_like,0,118.125,0.0
nvt300_contained_carbon_like,0,119.875,0.0
nvt300_contained_carbon_like,0,121.625,0.0
nvt300_contained_carbon_like,0,123.375,0.0
nvt300_contained_carbon_like,0,125.125,0.0
nvt300_contained_carbon_like,0,126.875,0.0
nvt300_contained_carbon_like,0,128.625,0.0
nvt300_contained_carbon_like,0,130.375,0.0
nvt300_contained_carbon_like,0,132.125,0.0
nvt300_contained_carbon_like,0,133.875,0.0
nvt300_contained_carbon_like,0,135.625,0.0
nvt300_contained_carbon_like,0,137.375,0.0
nvt300_contained_carbon_like,0,139.125,0.0
nvt300_contained_carbon_like,1000,0.875,0.0009
nvt300_contained_carbon_like,1000,2.625,0.0026333333333333334
nvt300_contained_carbon_like,1000,4.375,0.0037333333333333333
nvt300_contained_carbon_like,1000,6.125,0.0058
nvt300_contained_carbon_like,1000,7.875,0.006466666666666667
nvt300_contained_carbon_like,1000,9.625,0.0087
nvt300_contained_carbon_like,1000,11.375,0.0101
nvt300_contained_carbon_like,1000,13.125,0.0119
nvt300_contained_carbon_like,1000,14.875,0.0136
nvt300_contained_carbon_like,1000,16.625,0.014233333333333334
nvt300_contained_carbon_like,1000,18.375,0.016233333333333332
nvt300_contained_carbon_like,1000,20.125,0.017533333333333335
nvt300_contained_carbon_like,1000,21.875,0.020933333333333335
nvt300_contained_carbon_like,1000,23.625,0.020766666666666666
nvt300_contained_carbon_like,1000,25.375,0.023333333333333334
nvt300_contained_carbon_like,1000,27.125,0.024833333333333332
nvt300_contained_carbon_like,1000,28.875,0.0259
nvt300_contained_carbon_like,1000,30.625,0.025966666666666666
nvt300_contained_carbon_like,1000,32.375,0.030333333333333334
nvt300_contained_carbon_like,1000,34.125,0.0309
nvt300_contained_carbon_like,1000,35.875,0.03266666666666666
nvt300_contained_carbon_like,1000,37.625,0.03306666666666667
nvt300_contained_carbon_like,1000,39.375,0.0336
nvt300_contained_carbon_like,1000,41.125,0.036533333333333334
nvt300_contained_carbon_like,1000,42.875,0.0385
nvt300_contained_carbon_like,1000,44.625,0.0403
nvt300_contained_carbon_like,1000,46.375,0.0435
nvt300_contained_carbon_like,1000,48.125,0.04516666666666667
nvt300_contained_carbon_like,1000,49.875,0.0494
nvt300_contained_carbon_like,1000,51.625,0.0512
nvt300_contained_carbon_like,1000,53.375,0.05193333333333333
nvt300_contained_carbon_like,1000,55.125,0.050866666666666664
nvt300_contained_carbon_like,1000,56.875,0.046
nvt300_contained_carbon_like,1000,58.625,0.037366666666666666
nvt300_contained_carbon_like,1000,60.375,0.0298
nvt300_contained_carbon_like,1000,62.125,0.0205
nvt300_contained_carbon_like,1000,63.875,0.013633333333333334
nvt300_contained_carbon_like,1000,65.625,0.0099
nvt300_contained_carbon_like,1000,67.375,0.0139
nvt300_contained_carbon_like,1000,69.125,0.004733333333333333
nvt300_contained_carbon_like,1000,70.875,0.0018
nvt300_contained_carbon_like,1000,72.625,0.0007666666666666667
nvt300_contained_carbon_like,1000,74.375,6.666666666666667e-05
nvt300_contained_carbon_like,1000,76.125,0.0
nvt300_contained_carbon_like,1000,77.875,0.0
nvt300_contained_carbon_like,1000,79.625,0.0
nvt300_contained_carbon_like,1000,81.375,0.0
nvt300_contained_carbon_like,1000,83.125,0.0
nvt300_contained_carbon_like,1000,84.875,0.0
nvt300_contained_carbon_like,1000,86.625,0.0
nvt300_contained_carbon_like,1000,88.375,0.0
nvt300_contained_carbon_like,1000,90.125,0.0
nvt300_contained_carbon_like,1000,91.875,0.0
nvt300_contained_carbon_like,1000,93.625,0.0
nvt300_contained_carbon_like,1000,95.375,0.0
